id,name,birth,rating,noOfTimesRated
444423,Barrie Keeffe,1945,0,0
102639,Vratislav Brabenec,1943,0,0
832703,Bebo Storti,1956,0,0
1956235,Curse,1978,0,0
566100,Hamish McColl,1962,0,0
2634034,Luise Befort,1996,0,0
3882356,Irena Sendlerowa,1910,0,0
1257423,Sôsuke Ikematsu,1990,0,0
8174850,Ronja Matijevec Jerman,2001,0,0
398669,Joy Hruby,1927,0,0
104508,Oscar Brand,1920,0,0
840559,David Suzuki,1936,0,0
468875,Zeljko Kozinc,1939,0,0
941576,Yuri Worontschak,1956,0,0
148281,Olivia Cenizal,1926,0,0
270802,Chico Feitosa,1935,0,0
615,John Ritter,1948,0,0
1297941,Jarle Andhøy,1977,0,0
1540221,Asa Mader,1975,0,0
6514653,Ernest Kubler,1902,0,0
838073,Fred G. Sullivan,1945,0,0
303900,Marion Game,1938,0,0
254893,Jason Ellis,1971,0,0
157674,Simon Chilvers,1939,0,0
756958,Juraj Sajmovic,1932,0,0
472059,Leonard C. Kroll,1933,0,0
567048,William McCrow,1912,0,0
52110,Briana Banks,1979,0,0
301485,Veronika Gajerová,1963,0,0
4415710,Mahdi Ahmed,1971,0,0
637128,Pavel Novikov,1962,0,0
879887,Martin Udvarnoky,1961,0,0
797136,Charlotte Sieling,1960,0,0
241183,George Duke,1946,0,0
1755493,Zeke Pinheiro,1978,0,0
1459039,Seisoku Kajita,1967,0,0
701697,Lilla Pászti,1957,0,0
703725,Maeve Quinlan,1964,0,0
270470,Trevor Fehrman,1981,0,0
74610,Eija-Elina Bergholm,1943,0,0
2285851,Amanda Smits,1984,0,0
318201,Peter Gilbert,1957,0,0
1089189,Lennart Boorsma,1978,0,0
6943634,Petr Prachtel,1938,0,0
881864,Andrey Urgant,1956,0,0
392008,Preston L. Holmes,1949,0,0
834077,James Street,1903,0,0
1442840,Pepo Suevos,1971,0,0
1000666,Zsolt Dánielfy,1957,0,0
703544,Alfonso Quijada,1971,0,0
279115,Sebastian Fischer,1966,0,0
544457,Nicola Manzari,1908,0,0
478774,Kristian de la Osa,1986,0,0
596940,Jo Molitoris,1966,0,0
149812,Utpalendu Chakrabarty,1948,0,0
2233456,Kate Kroll,1983,0,0
839432,Martti Suosalo,1962,0,0
1167890,Sui-man Chim,1965,0,0
2168927,Milana Vayntrub,1987,0,0
4320211,Brad Everett,1986,0,0
3193776,Lester Tenney,1920,0,0
2663516,Jarmo Kiuru,1985,0,0
136025,Kostas Karagiannis,1932,0,0
800465,Robert Simonds,1964,0,0
337233,Giovanni Grazzini,1925,0,0
761615,Kenny Sanders,1946,0,0
1832677,Aleksey Chumakov,1981,0,0
2093817,Mattias Olsson,1977,0,0
525746,Anatoli Lukyanenko,1959,0,0
1100,Blythe Danner,1943,0,0
1679534,Chriselle Almeida,1980,0,0
916914,Jean Webster,1876,0,0
1802264,Shannon Newby,1973,0,0
1399910,Blake Mawson,1984,0,0
2396510,Béatrice Colombier,1962,0,0
8270473,Alberto Spencer,1937,0,0
1630283,Tamara Luciano,1983,0,0
3670493,Jan Bendig,1994,0,0
73218,Iñaki Beraetxe,1963,0,0
778698,Sandra Scoppettone,1936,0,0
1567202,Kate Miner,1984,0,0
67,Miklós Rózsa,1907,0,0
458252,Dalimil Klapka,1933,0,0
668935,Hayden Pearce,1943,0,0
1830728,Mike Ennis,1982,0,0
213136,Basil Dearden,1911,0,0
3206165,Fabrizio Sciarra,1969,0,0
930298,Cliff Williams,1949,0,0
5992648,Aryann Bhowmick,1992,0,0
7455311,Joost van der Westhuizen,1971,0,0
2203186,Saygin Soysal,1982,0,0
2035786,Michelle Barkowski,1992,0,0
4576318,Samantha Acampora,1989,0,0
40283,Atanass Atanassov,1955,0,0
1714992,Vladimir Guerrero,1976,0,0
2675396,Boubakar Diallo,1963,0,0
116091,Philippe Bruneau,1938,0,0
345431,Paulo Guarnieri,1961,0,0
3731288,Richie Call,1980,0,0
950000,Robert Young,1933,0,0
384503,Matt Hill,1968,0,0
783679,Joyce Selznick,1925,0,0
4833845,Cora Clifford,1984,0,0
2005602,Ed Meyer,1961,0,0
1482612,Aleksandr Vysokovskiy,1963,0,0
296442,Franz Froschauer,1958,0,0
1276546,Frankie Ryan Manriquez,1994,0,0
682597,Eric Pierpoint,1950,0,0
1467875,Igor Artashonov,1964,0,0
1832674,Richard Christy,1974,0,0
2440633,Sergio Guizé,1980,0,0
2382045,Indiana Adams,1979,0,0
9441129,Bardia Zadeh,1996,0,0
16548,Marv Albert,1941,0,0
2443733,Heng Wu,1938,0,0
427277,Alain Jomy,1941,0,0
1336288,Marina Zubanova,1966,0,0
632706,Shinji Nishikawa,1964,0,0
1620673,Dyab Abou Jahjah,1971,0,0
18300,Brígida Alexander,1911,0,0
746734,Paige Rowland,1967,0,0
204901,Jonathan Davis,1971,0,0
2625173,Rolf Berg,1957,0,0
728409,Pipilotti Rist,1962,0,0
763858,Reni Santoni,1939,0,0
2871203,Celso Piña,1953,0,0
154059,Marvin Chatinover,1927,0,0
1843687,Christopher Harris,1969,0,0
31290,Monika Antonelli,1959,0,0
1994865,Mikolaj Lizut,1973,0,0
177819,Trevor Coop,1945,0,0
1221522,Picone,1971,0,0
1956193,Jens Voigt,1971,0,0
785104,Igor Sergeev,1960,0,0
189515,Elio Crovetto,1926,0,0
1267549,Monique Alexander,1982,0,0
4431318,Ryan J. Gilmer,1977,0,0
4900184,Lun OuYang,1985,0,0
998831,Frédéric Botton,1936,0,0
440345,Sonja Karzau,1912,0,0
1089853,Jeff Gottesfeld,1957,0,0
210456,Ruthinéa de Moraes,1930,0,0
2546651,John D. Robinson,1977,0,0
443476,Susanna Kaysen,1948,0,0
2831869,Janusz Kocaj,1987,0,0
6102521,Eda Ece,1990,0,0
1085986,Elinor Lüdde,1984,0,0
938797,Roman Wolyniec,1926,0,0
1251750,Daniel Hulsizer,1966,0,0
517909,Aaron Lohr,1976,0,0
705030,Simon Raby,1961,0,0
931329,Michelle Williams,1980,0,0
284140,Gary Foley,1950,0,0
541751,Francesco Mandelli,1979,0,0
990253,Jason Thompson,1976,0,0
608191,Ricardo Morán,1941,0,0
771332,Clemens Schick,1972,0,0
683089,Jean Pignol,1924,0,0
579683,Robin Menken,1946,0,0
714945,Wolf Redl,1939,0,0
675939,Lisa Pescia,1954,0,0
1332872,Tom Johnson,1979,0,0
1133686,Eddie Irvine,1965,0,0
937264,Oliver Wnuk,1976,0,0
587263,William Miles,1931,0,0
692752,Mateusz Pospieszalski,1965,0,0
571455,Loreena McKennitt,1957,0,0
4405625,Liya Tong,1984,0,0
2606827,Tomás Weinreb,1982,0,0
35826,Matthew John Armstrong,1973,0,0
718627,Wolfgang Reitherman,1909,0,0
2233127,Grant Pierce Myers,1981,0,0
805635,Leigh Scott,1972,0,0
213482,Marcia DeBonis,1960,0,0
473694,Vladimir Kuchinsky,1948,0,0
2765916,Matthew Needham,1984,0,0
617450,Jarmo Mäkinen,1958,0,0
3978775,Josette Audin,1931,0,0
1194782,Scotty Hauser,1988,0,0
513966,Giampiero Lisarelli,1975,0,0
2058443,Avram Dorion,1920,0,0
235227,Robin Douglas,1953,0,0
459459,Julie Maddalena,1963,0,0
336089,Mia Grau,1982,0,0
691443,Predrag Popovic,1943,0,0
2281451,Mikhail Eliseev,1970,0,0
2387032,Zbigniew Bzymek,1976,0,0
2804592,John Davis Infantino,1968,0,0
1142042,Martin Martincek,1913,0,0
17454,David Alden,1949,0,0
483950,Luis Lamprecht,1946,0,0
340190,Frédéric Grendel,1924,0,0
6595864,Jerry Moffatt,1963,0,0
197013,Lena Runge,1959,0,0
70872,Yahya Benekay,1925,0,0
717516,John Reidy,1956,0,0
821690,Rik Stallaerts,1957,0,0
951518,Maurizio Zaccaro,1952,0,0
335138,Debra Granik,1963,0,0
1690411,Joanne Peh,1983,0,0
2116738,Karlos Alastruey,1963,0,0
1168357,Janusz Wachala,1958,0,0
462958,Nursel Köse,1961,0,0
2279639,Rubén Arroyo,1976,0,0
275574,Pavel Fiala,1937,0,0
3170689,Kingone Wang,1980,0,0
1203571,Liv Mjönes,1979,0,0
3789989,Alexandra Roach,1987,0,0
1788788,Jeffrey Chyau,1991,0,0
423399,Louise Jobin,1944,0,0
710412,Nicola Ransom,1971,0,0
1018109,Zihni Göktay,1946,0,0
4418,Kajol,1974,0,0
823399,Robert Starling,1946,0,0
2719941,Leon Burgher,1962,0,0
1155043,Junot Diaz,1968,0,0
28553,Adora Andrews,1872,0,0
275288,Maksim Fesyun,1966,0,0
729852,Nicoletta Rizzi,1940,0,0
928613,Nick Wilder,1952,0,0
49121,Håvard Bakke,1974,0,0
406389,Roger Ibáñez,1931,0,0
1617516,Ruxandra Bucescu,1961,0,0
4139793,Terry Black,1947,0,0
56686,María Barranco,1961,0,0
862992,Tiffany,1971,0,0
4122253,Joanne Dwyer,1939,0,0
1063436,E.J. Smith,1850,0,0
135165,Bernd Capitain,1961,0,0
1756640,Marc Emery,1958,0,0
3347587,Drew Pearson,1981,0,0
1868526,David Assmann,1978,0,0
924013,Bill Whelan,1950,0,0
1856810,Anthony Spadaccini,1982,0,0
110488,Brigitte Broch,1943,0,0
829378,Eve Stewart,1961,0,0
236069,Penny Downie,1954,0,0
514822,Anatole Litvak,1902,0,0
1490858,Ryan Schafer,1975,0,0
5506446,Mario Acampa,1987,0,0
611741,Sara Muldner,1989,0,0
541042,Renato Mambor,1936,0,0
45279,Melissa R. Bacelar,1979,0,0
5404830,Takanori Iwata,1989,0,0
98043,Mark Bosnich,1972,0,0
1120718,Yekaterina Lyakhova,1929,0,0
199029,Reiko Dan,1935,0,0
659726,Vera Panova,1905,0,0
149035,Daniele Cesarano,1962,0,0
3368247,Nawarophaat Rungphiboonsophit,1984,0,0
851681,Ronald Tavel,1936,0,0
1086755,Miriana Trevisan,1972,0,0
1501068,Bobby Byrd,1934,0,0
102602,Oskar Braaten,1881,0,0
283580,Patrick Flynn,1936,0,0
768124,Dimitrina Savova,1926,0,0
394513,Slávek Horák,1975,0,0
134341,Mateo Cano,1913,0,0
738391,François Rollin,1953,0,0
2934697,David Miller,1973,0,0
142048,Marine Cartier,1968,0,0
837830,Jana Sulcová,1947,0,0
228838,Graham Dixon,1960,0,0
248564,Guy Ecker,1959,0,0
594318,Kaoru Miya,1944,0,0
341914,Oleg Grigorovich,1939,0,0
224676,Marcia Diamond,1925,0,0
175700,Michael Conrad,1925,0,0
657163,Graciela Pal,1947,0,0
1033231,Arvind Trivedi,1938,0,0
3324210,Quan Zhou,1987,0,0
1448618,Paolo Rossi,1956,0,0
1172059,Irving Fields,1915,0,0
707214,Miranda Raison,1977,0,0
494384,Marie-Christine Lê Huu,1969,0,0
1358661,Andrew Stone,1976,0,0
4705578,Mikhail Mestetskiy,1980,0,0
203061,Alexandru David,1934,0,0
1231611,Kristen Bjørnkjær,1943,0,0
652767,Emiliano Otegui,1954,0,0
675898,Steve Pesce,1960,0,0
593998,Yuriy Mitrofanov,1949,0,0
225128,José Luis Dibildos,1929,0,0
359582,Ken Handler,1944,0,0
878408,Antti Tuuri,1944,0,0
185445,Paul Coyne,1964,0,0
104481,Joshua Brand,1950,0,0
81397,Regine Bielefeldt,1974,0,0
284238,Jaroslav Foglar,1907,0,0
74949,Elisabeth Bergner,1897,0,0
2098341,Keri Hulme,1947,0,0
390182,Diane Holden,1944,0,0
1289694,James Eatock,1977,0,0
500237,John Leigh,1965,0,0
453656,Sang-beom Kim,1954,0,0
349869,Henri Guybet,1936,0,0
494372,Ursula K. Le Guin,1929,0,0
761951,Gunvor Sandkvist,1923,0,0
1061647,Steve North,1965,0,0
189581,Paul Crowder,1962,0,0
96435,Laurie Borg,1961,0,0
3078459,Javor Gardev,1972,0,0
1770839,Vladislav Kozlov,1976,0,0
187608,Isolda Cresta,1929,0,0
5069,Spike Jonze,1969,0,0
1631636,Mayumi Sada,1977,0,0
740192,Ago Roo,1946,0,0
605662,Hisaya Morishige,1913,0,0
144579,Colette Castel,1937,0,0
6250677,Manuel Valentín-Fernández,1997,0,0
3330132,Philippe Daverio,1949,0,0
1672277,Anthony Badalucco,1976,0,0
183729,Yves Courrière,1935,0,0
243842,Giustino Durano,1923,0,0
599291,Enzo Monteleone,1954,0,0
651191,Luis Perico Ortiz,1949,0,0
3698817,Chad A. Fehr,1980,0,0
706507,Sharon Raginiano,1967,0,0
364772,Hilary Harris,1929,0,0
33152,Arata Iura,1974,0,0
794480,Mark Shivas,1938,0,0
796235,Jane Sibbett,1962,0,0
1633077,Fernando Zamora,1975,0,0
583955,Miao Ching,1913,0,0
902963,C. James Robert Baron von Scholz,1967,0,0
756000,Haruko Sagara,1968,0,0
463458,Pavel Kohout,1928,0,0
136001,Éric Caravaca,1966,0,0
921031,Christian Wennberg,1974,0,0
91695,Jan Bógdol,1930,0,0
112277,Terron Brooks,1974,0,0
540075,Jim Mallon,1956,0,0
153688,Ariana Chase,1960,0,0
830249,Mauritz Stiller,1883,0,0
797,Hal Ashby,1929,0,0
837503,Haruko Sugimura,1909,0,0
1592163,Karl Hyde,1957,0,0
8936,Edward Abraham,1929,0,0
1184062,Sarah Greyson,1982,0,0
837959,Barry Sullivan,1912,0,0
994,Raymond Burr,1917,0,0
739075,Anna Romantowska,1950,0,0
1683054,Ryan Tygh,1980,0,0
621257,Udit Narayan,1955,0,0
3102,Job ter Burg,1972,0,0
629216,Phil Nibbelink,1955,0,0
1636795,Abe Osheroff,1915,0,0
174903,Nicole Conn,1959,0,0
3706839,Bruno Renne,2002,0,0
944464,Yu Xia,1978,0,0
2194431,Bill Suplee,1943,0,0
2082093,Larissa Rojas,1975,0,0
433816,Fritz Jüptner-Jonstorff,1908,0,0
6249,Satyajit Ray,1921,0,0
873981,Gennadi Trubnikov,1943,0,0
835527,Ewa Strömberg,1940,0,0
4308980,Walid al Kubaisi,1958,0,0
302304,Andrzej Galla,1952,0,0
10998638,Ethan Cole,2006,0,0
936011,Time Winters,1956,0,0
543554,Dinu Manolache,1955,0,0
2554989,Michael Patrick Breen,1961,0,0
2119891,D'Lytha Myers,1979,0,0
3487850,Wook Heo,1978,0,0
1778582,Gorka Lasaosa,1982,0,0
832407,Arthur Storch,1925,0,0
1564103,Belén Fabra,1977,0,0
526046,Lina Luna Rodríguez,1984,0,0
390,Joe Eszterhas,1944,0,0
258428,Barak Epstein,1979,0,0
3225347,Jesse Anthony,1986,0,0
835105,Raymond Stross,1915,0,0
27637,Björn Andersson,1949,0,0
265086,Agneta Fagerström-Olsson,1948,0,0
144796,Paulo Castelli,1962,0,0
1326232,Michael McGee,1965,0,0
125667,Rafael Buñuel,1940,0,0
377422,Rupert Henning,1967,0,0
24836,Gianni Amico,1933,0,0
655873,Melissa Padrón,1973,0,0
350980,Pablo Gómez Sáenz,1956,0,0
323112,Doug Glover,1970,0,0
5363252,Robert Platshorn,1942,0,0
1089879,Pierre Gripari,1925,0,0
247609,Jeff Eastin,1967,0,0
520449,Jon Lord,1941,0,0
1895845,Daniel Johnston,1961,0,0
1302262,Thomas Schwendemann,1977,0,0
6235176,Jake-Bradford Sharp,1992,0,0
1314444,Alice Goodman,1958,0,0
649495,Isabel Ordaz,1957,0,0
539852,George Mallaby,1939,0,0
1001840,Hiromi Saotome,1963,0,0
468252,Mijou Kovacs,1957,0,0
5174810,Alessio Di Zio,1992,0,0
136772,Carlos Cardán,1932,0,0
491994,Zeena Schreck,1963,0,0
1245450,Chynna Ortaleza,1982,0,0
52663,Baptista-Bastos,1934,0,0
664671,Giorgio Pasotti,1973,0,0
359147,Soo-Han Bong,1933,0,0
624295,Greg Neff,1955,0,0
436017,Ile Kallio,1955,0,0
294804,Wilhelm Frick,1877,0,0
239158,Ana Duato,1968,0,0
907137,Lyvonne Walder,1945,0,0
387061,Gro Elin Hjelle,1972,0,0
300784,Jemal Gaganidze,1933,0,0
2863376,Chaz Ebert,1952,0,0
3124572,Matty Boy Anderson,1972,0,0
944416,Iannis Xenakis,1922,0,0
1128574,Laura Benanti,1979,0,0
556965,Steve Mason,1954,0,0
2104604,Mario Gallasch,1977,0,0
2557553,Sharon D. Allen,1978,0,0
350605,Miro Gábor,1962,0,0
3576960,Anastasiya Pronina,1991,0,0
1827415,James Pankow,1947,0,0
3903035,Jonathan Armandary,1990,0,0
904094,Edwin de Vries,1950,0,0
398956,Hualin Jiang,1936,0,0
216317,Martin Delaney,1982,0,0
581617,Zienia Merton,1945,0,0
574436,Hilton McRae,1949,0,0
1985860,Nick Mirka,1985,0,0
2034556,Brian Burnett,1981,0,0
401263,Michel Huisman,1944,0,0
1742068,Lan Hirche,1981,0,0
746156,Steve Routman,1962,0,0
697584,Igor Primissky,1950,0,0
584282,Amber Michaels,1968,0,0
3368782,Ritwick Chakraborty,1977,0,0
140111,Ruth Carraway,1970,0,0
491796,José Lavat,1948,0,0
369208,Bettina Hauenschild,1964,0,0
287639,Todd Fossey,1970,0,0
116476,Frank Bruno,1961,0,0
1171173,Maurice Richard,1921,0,0
27843,Tommy Andersson,1962,0,0
557170,Francesco Massaro,1935,0,0
879749,Shungiku Uchida,1959,0,0
893954,István Verebes,1948,0,0
52535,Anna Banti,1895,0,0
6039617,Giulia Nahmany,1983,0,0
259323,Carl-Åke Eriksson,1934,0,0
424209,Ole John,1939,0,0
428314,Janet Jones,1961,0,0
4846,Marisa Coughlan,1974,0,0
44239,Joana Azevedo,1978,0,0
71302,Floella Benjamin,1949,0,0
1874029,Ago Anderson,1972,0,0
529506,Wolfgang Längsfeld,1937,0,0
440859,Adam Kassen,1974,0,0
532715,Katerina Machácková,1949,0,0
1395028,Scott Storch,1973,0,0
953007,Ziggy Zanger,1958,0,0
993704,Makoto Tsumura,1965,0,0
1071783,Maggie Wong,1989,0,0
1135,John Derek,1926,0,0
775217,Brad Schreiber,1977,0,0
517787,Christopher Logue,1926,0,0
854578,Pedro Temboury,1971,0,0
997571,Seminosuke Murasugi,1965,0,0
772208,Dieter Schleip,1962,0,0
1548235,Titanilla Bogdányi,1986,0,0
1259708,Annette Hess,1967,0,0
324660,Theo van Gogh,1957,0,0
656624,Shah Mohammad Reza Pahlavi,1919,0,0
199510,Marcia Dangerfield,1952,0,0
1057932,Jonathan Bennett,1981,0,0
181494,Ernesto Cortázar hijo,1940,0,0
365173,Paul Harris,1917,0,0
335647,Shauna Grant,1963,0,0
2646937,Neda Rahmanian,1978,0,0
1494536,Kirsten Vangsness,1972,0,0
223870,Luigi Di Gianni,1926,0,0
1939170,Nadja Sieger,1968,0,0
880115,Kristijan Ugrina,1972,0,0
7924552,Pablo Lavado,1995,0,0
937571,Eva Wolas,1915,0,0
143007,Guy Casaril,1933,0,0
346395,Don Guest,1934,0,0
953461,Zadok Zarfati,1941,0,0
4042791,Maximilian Schafroth,1985,0,0
886691,Frans van Dusschoten,1933,0,0
1962680,Cyndi Crotts,1971,0,0
7280855,Dominic King,1984,0,0
5370775,Hiroyuki Agawa,1920,0,0
4749,Emily Bergl,1975,0,0
959008,Dor Zweigenboim,1960,0,0
2524516,Ronald E. Giles,1947,0,0
320646,Dale Girard,1964,0,0
2298120,Mike Korich,1982,0,0
22337,Hüseyin Alp,1935,0,0
2911633,Cesar Rodriguez,1985,0,0
334255,Ranald Graham,1941,0,0
197040,Klaus Dahlen,1938,0,0
4513271,Justus Schlingensiepen,1999,0,0
7321,Erik Aadahl,1976,0,0
64536,Marie-Thérèse Beaulieu,1926,0,0
753666,Benoît Régent,1953,0,0
8544967,Josefine Lindegaard,1998,0,0
103703,Pat Brady,1914,0,0
162504,Mozart Cintra,1924,0,0
411473,Michel Israël,1949,0,0
86913,Aldir Blanc,1946,0,0
21,Joan Fontaine,1917,0,0
1705615,Cornelia Dörr,1977,0,0
2895068,Molly Clayton,1978,0,0
473730,Grzegorz Kuczeriszka,1962,0,0
260232,Mabel Escaño,1946,0,0
1764639,Justin Swibel,1983,0,0
531665,Cyril MacDonald,1962,0,0
750749,Nikolay Rushkovskiy,1925,0,0
3274846,Roberts Vinovskis,1975,0,0
8142307,Travis Cecil,1980,0,0
1289628,Junxiang Zhang,1911,0,0
71011,Starla Benford,1964,0,0
394890,Mildred Horn,1901,0,0
819177,Josef Spitzer,1937,0,0
1072837,Ceren Erginsoy,1975,0,0
303864,Zézé Gamboa,1955,0,0
905300,Gary Waddell,1952,0,0
780247,Robert C. Scull,1916,0,0
1186492,Jeff Tweedy,1967,0,0
4491122,Wesley Scott,1987,0,0
2746459,Chetan Bhagat,1974,0,0
233312,Karin Dor,1938,0,0
1301471,Erik Olle,1975,0,0
300416,Cassiano Gabus Mendes,1929,0,0
753764,Bohumil Ríha,1907,0,0
1036224,Jan Wiener,1920,0,0
2458874,Katy Maloney,1979,0,0
3783219,Matthew D'Amato,1986,0,0
224928,Wilma Dias,1954,0,0
2174616,Miguel Guardiola,1958,0,0
351873,Mira Haar,1953,0,0
182886,Carlos Cotrim,1913,0,0
502293,George Lenz,1967,0,0
227313,Nick Dimitri,1932,0,0
1930535,Jean Barbe,1962,0,0
515301,Stanley Livingston,1950,0,0
757049,Hideo Sakaki,1970,0,0
279250,Lenka Fiserová,1944,0,0
183211,Louise Coté,1942,0,0
2280248,Jessa Seewald,1992,0,0
940346,David E. Woodley,1960,0,0
1186879,François Hollande,1954,0,0
2482315,Renato Góes,1986,0,0
7604547,Meng-Po Fu,1987,0,0
2114808,Nick May,1985,0,0
2292206,Joe Doyle,1981,0,0
462067,Tetsuko Kobayashi,1941,0,0
630349,Ashley Nicole,1966,0,0
631614,Guy J. Nijs,1939,0,0
382193,Reinhard Heydrich,1904,0,0
1620720,Tereza Kostková,1976,0,0
768821,Turi Scalia,1921,0,0
528462,Susan Lynch,1971,0,0
733420,George Robotham,1921,0,0
867854,Peter Torbiörnsson,1941,0,0
1553945,Chelsea Tavares,1991,0,0
830838,Karlheinz Stockhausen,1928,0,0
769997,Thomas Schamoni,1936,0,0
280682,Allen Fiuzat,1964,0,0
478323,Tina L'Hotsky,1951,0,0
2111118,Sami Roe,1990,0,0
6060272,Jan Bülow,1996,0,0
2105946,Pilar Rubio,1978,0,0
503140,Chauncey Leopardi,1981,0,0
208881,Marcel De Hoogd,1958,0,0
6249843,Hlynur Palmason,1984,0,0
7377330,György Szomor,1970,0,0
7303107,Rena Takeda,1997,0,0
1836,Steven Weber,1961,0,0
1349,Jennifer Love Hewitt,1979,0,0
3526713,Erica Fellion,1989,0,0
927057,Markus Widegren,1974,0,0
604779,John W. Morgan,1946,0,0
1019128,Kristina Vazova,1923,0,0
536579,Gregory Maguire,1954,0,0
939233,Man-Lei Wong,1913,0,0
1515878,Aaron Perilo,1981,0,0
6516195,Sunny Sun,1989,0,0
5002,Isaac Hayes,1942,0,0
625080,Alice Nellis,1971,0,0
3890871,John-Henry Butterworth,1976,0,0
74950,Patrik Bergner,1962,0,0
3033646,Sri Sri Ravi Shankar,1956,0,0
928836,Gareth Wiley,1962,0,0
4069187,Carl-Friedrich Bringer,1929,0,0
1273103,Jonatan Spang,1978,0,0
2100867,Janine Chun-Ning Chang,1982,0,0
2586888,Michael Sragow,1952,0,0
927413,Ute Wieland,1957,0,0
367944,Ryusei Hasegawa,1928,0,0
60076,Kim Bass,1956,0,0
2022053,Leslaw Zurek,1979,0,0
645215,Kenji Ohtsuki,1966,0,0
46825,Marcus Bagwell,1970,0,0
651531,Sandra Osawa,1941,0,0
696184,Vernon Presley,1916,0,0
1698772,Tardu Flordun,1972,0,0
1193794,Danilo Beckovic,1981,0,0
636481,Tamara Nosova,1927,0,0
1648391,Sakis Rouvas,1972,0,0
327950,Rogelio A. González,1920,0,0
3152605,Gwilym Lee,1983,0,0
1299226,Anna Eriksson,1977,0,0
4056296,Hiroki Hasegawa,1977,0,0
211902,Mário de Sá-Carneiro,1890,0,0
1670677,Eero Ritala,1983,0,0
1142297,Michelle Opitz,1981,0,0
2826557,Ugo Piva,1982,0,0
8142333,Stefania Pecchini,1966,0,0
1182532,Klaus Steindl,1966,0,0
425061,Eric Vale,1974,0,0
875387,Baadur Tsuladze,1935,0,0
396830,Glyn Houston,1925,0,0
3721,Rick Butler,1952,0,0
6689,Preity Zinta,1975,0,0
212328,Vic de Wachter,1951,0,0
516710,Édouard Lock,1954,0,0
160323,Graham Cristie,1963,0,0
619406,Parminder Nagra,1975,0,0
891,Wallace Beery,1885,0,0
274726,Jacopo Ferretti,1784,0,0
2671546,Ayaka,1987,0,0
421396,Darryl Jensen,1968,0,0
224468,Youma Diakite,1976,0,0
5580599,Huaqing Jin,1980,0,0
904537,Vyjayanthimala,1933,0,0
2779416,Jesse Kozel,1980,0,0
2379823,Philip De Lorenzo,1979,0,0
969355,Shin'ichi Ichikawa,1941,0,0
3623771,Michael Henry,1988,0,0
2560697,Mickey Avalon,1975,0,0
6160675,Tom Fujita,1992,0,0
3877656,Na-Dou Lin,1981,0,0
1869629,Hans Luik,1927,0,0
7032555,Karla Díaz,1991,0,0
2536723,Brett Gipson,1983,0,0
222203,Peter Devaney Flanagan,1959,0,0
611544,Pradip Mukherjee,1946,0,0
3474714,Hazel Orencio,1986,0,0
466343,Gyula Kormos,1957,0,0
877894,Ted Turner,1938,0,0
2031505,Dalibor Grubacevic,1975,0,0
161398,Tony Church,1930,0,0
825283,Zdenek Stehlík,1920,0,0
1175251,Miranda Culley,1971,0,0
2314722,Detlef Schulze,1959,0,0
650541,Corinne Orr,1936,0,0
5220,Tamara Mello,1976,0,0
2227883,Yamil Chade,1921,0,0
1196755,Marc Turtletaub,1946,0,0
820855,Frans van de Staak,1943,0,0
686263,Claude Piéplu,1923,0,0
29516,Marta Angelat,1953,0,0
1018466,Monica Mayhem,1978,0,0
1553337,Pietro Sussi,1973,0,0
371793,Rob Hayward,1970,0,0
721476,Wladyslaw Stanislaw Reymont,1867,0,0
804714,Tatyana Skorokhodova,1968,0,0
86916,Barbara Blanc,1970,0,0
649730,Bozidar Oreskovic,1942,0,0
823106,Svetlana Starikova,1944,0,0
9733518,Viviane Ehret-Kleinau,1989,0,0
444113,Johnny Keating,1927,0,0
782900,Andrzej Sekula,1954,0,0
1194362,Vyacheslav Dovzhenko,1976,0,0
87539,Nettie Blanken,1946,0,0
154716,Stephen Chbosky,1970,0,0
2107791,Kieran Thompson,1986,0,0
1001385,Sárka Vondrová,1967,0,0
1079040,Annie Coutu,1972,0,0
1267817,D. Boon,1958,0,0
958989,A. Martin Zweiback,1931,0,0
851383,Anna Maria Tatò,1940,0,0
878954,Jud Tylor,1979,0,0
893544,Hilda Vera,1923,0,0
1817824,Yailene Sierra,1974,0,0
2015340,André Delhaye,1974,0,0
118873,Zoran Budak,1950,0,0
489776,Darrell Lass,1929,0,0
1930683,Gabriel Murray,1968,0,0
603320,Carey More,1957,0,0
599505,María Salerno,1948,0,0
1294312,Witold Plóciennik,1970,0,0
119501,Niall Buggy,1948,0,0
668845,Maxine Peake,1974,0,0
134112,Jordan Canning,1982,0,0
407803,Evzen Illín,1924,0,0
824317,Claudia Stedelin,1957,0,0
403223,Michelle Hunziker,1977,0,0
146680,Michael Cavadias,1970,0,0
9131473,Aaron Nicholls,1987,0,0
2484111,Chuck Amato,1946,0,0
555336,Teófilo Martínez,1913,0,0
619533,Eszter Nagy-Kálózy,1966,0,0
1161994,Martin Compston,1984,0,0
256079,Matt Ember,1961,0,0
5971098,Kristina Prekopová,1980,0,0
667580,Ivo Pavelek,1955,0,0
1414442,Chad Taylor,1970,0,0
1605093,Brian Lonsdale,1979,0,0
1215340,Margaret Baker,1976,0,0
2851457,Xosé Ramón Barreiro Fernández,1936,0,0
81499,Gerhard Bienert,1898,0,0
186255,Brad Crandall,1927,0,0
754348,Sanna Saarijärvi,1970,0,0
1601061,Anthony Bonaventura,1978,0,0
5315559,Robert Finster,1984,0,0
391134,Dara Hollingsworth,1981,0,0
